Title,Author,Link,Image,Category,Description,Info
"Альбом Вилара де Оннекура: средневековая энциклопедия «Ars mechanica»","Фуртай Ф.","https://www.podpisnie.ru/books/albom-vilara-de-onnekura-srednevekovaya-entsiklopediya-ars-mechanica/","/upload/resize_cache/iblock/543/160_230_1/98m9tniosltcpqq798i5ox4wkhi4dq98.jpg","Книги о средневековье","Книга представляет собой первое на русском языке и наиболее полное исследование уникального памятника зрелого Средневековья - альбома зарисовок готического архитектора XIII века Виллара де Оннекура. В книге в полном объеме воспроизводится дорожная книжка средневекового архитектора и дается историко-культурный и искусствоведческий анализ всех тематических групп рисунков а также впервые проводится палеографический и семантический разбор записей в альбоме сделанных как самим Вилларом так и последующими владельцами альбома. Издание предназначается для искусствоведов и историков-медиевистов а также может быть интересно культурологам философам и читателям интересующимся культурой Средних веков.","Автор Фуртай Ф. Издательство БуксМАрт Год издания 2016 Переплет Твёрдый Страниц 296 Формат 174х246 мм Язык Русский ISBN 978-5-906190-57-4 Артикул 1078718"
"Человек средневековой улицы.  Золотая Орда.  Византия.  Италия","Крамаровский М. Г.","https://www.podpisnie.ru/books/chelovek-srednevekovoy-ulitsy/","/upload/resize_cache/iblock/752/160_230_1/e37ak0kaglk36ywq8z05mbzhj7ict74o.jpg","Книги о средневековье","Эта книга о жизни человека средневековой улицы. Наш герой — чаще гипотетический — редко обладает собственным именем. Но даже и безымянный он не обязательно был несчастным или бездомным и как мы узнаем из одного египетского анекдота времени халифата поигрывающим ключом от двери несуществующего дома ради имитации «достойного положения» в глазах уличной толпы. Этот человек — мужчина или женщина простой ли ремесленник или преуспевающий торговец просто благополучный а то и знатный человек каким был например Кичик Мохаммед (Маленький Мохаммед) более известный как Мамай и которому во второй половине XIV в. принадлежал золотоордынский город Солхат-Крым мог стать героем любого из очерков только при одном условии: его деятельность должна была отразиться в материальной культуре своего времени. Попытка характеристики улицы средневекового города через цепочку тщательно отобранных артефактов не принадлежащих дворцовому быту не нова но как система конкретных наблюдений — осуществлена впервые и по-своему уникальна.","Автор Крамаровский М. Г. Издательство Евразия Год издания 2017 Страниц 494 ISBN 978-5-91852-032-1 Артикул 1078428"
"Повседневная жизнь средневековой Руси накануне конца света","Борисов Н. С.","https://www.podpisnie.ru/books/povsednevnaya-zhizn-srednevekovoy-rusi-nakanune-kontsa-sveta/","/upload/resize_cache/iblock/ab3/160_230_1/du9ytz61u1xb96v0njnulpn7esjk50qg.jpg","Книги о средневековье","2-е изд. В 1492 году от Рождества Христова по принятому в средневековой Руси счету лет завершилось седьмое — последнее — тысячелетие от Сотворения мира. Человечество стояло на пороге конца света — по крайней мере именно так казалось многим образованным русским людям того времени. Но жизнь продолжилась и ожидавшегося светопреставления не произошло. О парадоксе «семитысячного» года и о том как отразились ожидания грядущего светопреставления на повседневной жизни Руси рассказывает в своей новой книге известный московский историк Н.С. Борисов автор биографических исследований о выдающихся людях русского Средневековья — Иване Калите Сергии Радонежском и Иване III выходивших ранее в серии «ЖЗЛ». Книга представляет интерес для историков культурологов социологов а также для широкого круга читателей.","Автор Борисов Н. С. Издательство Академический проект Год издания 2017 Переплет Твёрдый Страниц 395 Формат 155x216 мм Язык Русский ISBN 978-5-8291-2124-2 Артикул 1076993"
"Искусство и красота в средневековой эстетике","Эко У.","https://www.podpisnie.ru/books/iskusstvo-i-krasota-v-srednevekovoy-estetike/","/upload/resize_cache/iblock/0bc/160_230_1/2iqu7hamlifr8hvgnrg5j3f6iizri143.jpg","Книги о средневековье","Мировую славу Умберто Эко обрел как автор шести романов ставших вечной классикой. Однако сам он считает куда более важной свою научную работу. Выдающийся семиолог медиевист культуролог и массмедиолог почетный профессор многих университетов в академической среде Эко фигура не менее масштабная чем в художественной литературе. Одна из главных сфер его научной деятельности — медиевистика и в этой книге Эко знакомит неспециалистов с работами крупнейших мыслителей Средневековья — таких как Фома Аквинский св. Бонавентура Дунс Скот и Уильям Оккам — занимавшихся проблемами эстетики. Что такое красота? Из чего она складывается — в природе в искусстве в Боге в человеке? Существует ли красота истинная объективная независимая от созерцателя? Поиск ответов на эти вопросы в Средние века позволяет глубже понять наше собственное чувство прекрасного и по-новому оценить разнообразные проявления красоты в окружающем нас мире.","Автор Эко У. Издательство АСТ CORPUS Год издания 2017 Переплет Твёрдый Страниц 352 Формат 135х207 мм Язык Русский ISBN 978-5-17-085170-6 Артикул 1065332"
"Цветы риторики и прекрасные литеры.  Французская литература позднего Средневековья и раннего Возрождения","Стаф И. К.","https://www.podpisnie.ru/books/1072773g/","/upload/resize_cache/iblock/7e5/160_230_1/qiubltpmvlavs9hqw7kjrr0dako52828.jpg","Книги о средневековье","Книга посвящена различным аспектам становления национальной литературы Франции на рубеже Средневековья и Нового времени. На примере творчества ведущих писателей эпохи (Жана Лемера де Бельж Гийома Тардифа Октовьена де Сен-Желе Клемана Маро Бонавантюра Деперье и др.) рассматривается формирование национального исторического мифа связанные с ним первые попытки ""защиты и прославления"" французского языка а также зарождение новых представлений об авторе читающей публике произведении поэтическом вымысле и книге. Особое место уделено роли которую сыграли в этом процессе первые французские типографы и либрарии (от Гийома Фише и Антуана Верара до Жоффруа Тори и Этьена Доле) и воздействию нового искусства - книгопечатания на литературные практики эпохи. Монография адресована историкам литературы и книги преподавателям и студентам вузов специализирующимся на истории зарубежной литературы.","Автор Стаф И. К. Издательство Центр гуманитарных инициатив Год издания 2016 Страниц 246 ISBN 978-5-98712-651-6 Серия MEDIAEVALIA Артикул 1072773"
"Средневековая Шотландия","Федоров С. Е. Паламарчук А. А.","https://www.podpisnie.ru/books/srednevekovaya-shotlandiya/","/upload/resize_cache/iblock/f66/160_230_1/z2kg3nec312p5ui4767a85vq247eppzt.jpg","Книги о средневековье","История средневековой Шотландии вызывает неизменный интерес как в среде профессиональных медиевистов так и у широкой публики интересующейся прошлым Британских островов. Предлагаемая российскому читателю монография является первым в отечественной издательской практике проектом охватывающим наиболее важный для национальной истории Шотландии период с момента появления на ее территории римских легионеров и до начала пресвитерианской реформации середины XVI века. Не претендуя на детальное изложение событий авторы стремятся показать как под влиянием разнообразных внешних и внутренних факторов изменялись традиции и организация кельтского по своей природе шотландского общества и как в результате такого взаимодействия формировалась характерная уже для зрелого Средневековья социальная политическая и культурно-историческая специфика этого северного британского региона.","Автор Федоров С. Е. Паламарчук А. А. Издательство Дмитрий Буланин Год издания 2017 Страниц 352 ISBN 978-5-86007-847-5 Артикул 1056341"
"Дикое поле в период раннего Средневековья","Бутенко Ю. А.","https://www.podpisnie.ru/books/dikoe-pole-v-period-rannego-srednevekovya/","/upload/resize_cache/iblock/29c/160_230_1/ktx2gww4kh2xucstc1vq64xnkmc5wb0u.jpg","Книги о средневековье","В книге освещен раннесредневековый период истории Подонцовья дано описание пеньковской волынцевской роменской и салтово-маяцкой археологических культур а также жизни и быта их носителей соответственно: антов северян и подданных Хазарского каганата. На основе археологических раскопок проводившихся на территории Змиевского Чугуевского Первомайского и Балаклейского районов Харьковской области автор описывает восточнославянское язычество раннего средневековья рассказывает о крепостях (городищах) и селищах Змиевщины середины V - середипы XI вв. В работе раскрыты основные моменты освоения славянами лесостепных просторов Змиевщины. Особое внимание уделено этнокультурным и отногенетическим процессам проходившим па территории края в означенный период времени. Книга предназначена для археологов историков этнографов работников краеведческих музеев учителей истории и студентов исторических факультетов а также для широкого круга читателей интересующихся историей родного...","Автор Бутенко Ю. А. Издательство Литера Нова Год издания 2014 Переплет Твёрдый Страниц 560 Формат 176x248 мм Язык Русский ISBN 978-966-1553-33-9 Артикул 1049605"
"Медицина в Средневековье","Томчин А. Б.","https://www.podpisnie.ru/books/meditsina-v-srednevekov-e/","/upload/resize_cache/iblock/e9d/160_230_1/1suk5oor1qntcguefq6vo3n3pf7a8evy.jpg","Книги о средневековье","Эта книга посвящена медицине Средневековья — загадочной странной и удивительной. Как в ту эпоху людям удавалось оградить себя от многих недугов в том числе смертельно опасных которые обрушивались на них? Как могла существовать медицина если все науки были подчинены богословию? Мог ли врач проверять лекарства не угодив на костер инквизиции? Известны ли нам средневековые рецепты? Можно ли верить существовавшим тогда лекарствам? Или мы умерли бы от них при первом же чихании? А выжили бы мы с вами попав в руки хирурга который не имел медицинского образования и оперировал без наркоза? Знал ли этот хирург анатомию? А если бы он взялся избавить нас от головной боли просверлив отверстие в черепе? Выжили бы мы если бы при эпидемии чумы по совету врача ели мясо гадюки и пили бульон из него же? Сколько бы мы прожили в таких условиях? Топталась ли средневековая медицина на месте или была источником полезных знаний? В наши дни люди опять становятся жертвами новых незнакомых эпидемий. Возникает вопрос: не было ли у лекарей Средневековья утерянных рецептов которые могли бы пригодиться сегодня? Отвечая на эти вопросы книга дает наглядное представление об истории западноевропейской медицины. Откройте ее на любой странице — вы найдете любопытные исторические факты а иногда и секреты средневековых целителей. Мы познакомимся с их рецептами на все случаи жизни — и как влюбить в себя и как избавиться от того кто вам надоедает. Книга рассчитана на широкий круг читателей: и на тех кто интересуется или занимается медициной и на тех кто старается держаться от врачей подальше.","Автор Томчин А. Б. Издательство АСТ Год издания 2023 Переплет Твёрдый Страниц 256 Формат 170х217 мм Язык Русский ISBN 978-5-17-159121-2 Артикул 1180003"
"Интимное Средневековье.  Истории о страсти и целомудрии,  поясах верности и приворотных снадобьях","Гилберт Р.","https://www.podpisnie.ru/books/intimnoe-srednevekov-e-istorii-o-strasti/","/upload/resize_cache/iblock/b05/160_230_1/ap0ldim467eu4vffqum5m7qkoqp8wur7.jpg","Книги о средневековье","Взгляд изнутри на сексуальные практики Средневековья. Были ли средневековые женщины рабынями желаний своего мужа носили ли в его отсутствие пояс целомудрия? Был ли секс обязанностью или удовольствием? Могла ли женщина говорить о своей сексуальности и своем теле? Нет. И в то же время да. Большинством представлений о Средневековье мы обязаны ученым Викторианской эпохи. Чтобы подчеркнуть какое цивилизованное общество им удалось построить они красноречиво описывали ужасы прошлого. Даже несмотря на то что исторические факты говорили об обратном. Так сформировалось мнение о Средневековье как об отсталом некультурном и нецивилизованном времени. Особенно пострадали женщины: считалось что они не умели читать не пользовались косметикой и не носили нижнего белья. Так ли это на самом деле? Из этой захватывающей книги вы узнаете: — о подлинной сексуальной жизни женщин из всех слоев общества в том числе женщин вошедших в историю; — о том что можно было и чего нельзя было делать в спальне; — как покорить мужчину с помощью еды; — какие правила существовали для первой брачной ночи; — как забеременеть (и как не забеременеть) и многое другое.","Автор Гилберт Р. Издательство Манн- Иванов и Фербер Год издания 2021 Переплет Твёрдый Страниц 336 Формат 138x202 мм Язык Русский ISBN 978-5-00169-931-6 Артикул 1143886"
"Вселенная Средневековья","Пильгун А.","https://www.podpisnie.ru/books/vselennaya-srednevekov-ya/","/upload/resize_cache/iblock/165/160_230_1/x4reab156vohf1633ex9ar0tv1nmdlmq.jpg","Книги о средневековье","Книга посвящена изображениям небесного и подлунного пространства в миниатюрах из западноевропейских средневековых манускриптов. Она содержит более 700 иллюстраций на космологические астрономические и астрологические темы из рукописей конца VIII века - начала эпохи книгопечатания (XV-XVI века). Знание о Вселенной показано в его многообразных связях со средневековыми христианскими представлениями о мироздании. Автор опирается на богатый в жанровом отношении литературный материал в котором на протяжении восьми веков складывались изображения Вселенной: тексты Священного Писания и комментарии к ним трактаты по философии астрономии медицине а также энциклопедии исторические поэтические аллегорические сочинения и популярную литературу. Издание построено в виде топографического описания средневековой Вселенной от высших ее областей до земной поверхности: эмпирея перводвигателя кристаллического неба сферы неподвижных звезд с созвездиями Зодиака планетарных сфер подлунных стихий (огонь воздух вода земля) земного шара и человека находящегося под властью космических сил. Изображения рассмотрены в богословском философском и историко-научном контексте. При их анализе особое внимание уделено структуре пространства средневековой Вселенной (сочетанию областей наблюдаемого воображаемого умозрительного и потустороннего пространства); идее восхождения к небу по ступеням воображаемой иерархической лестницы встроенной в модель сферического космоса; персонификациям небесных тел и явлений; технике средневековых схем и диаграмм; использованию цвета и цветовой символики в иллюстрациях. Рукописные миниатюры даны в высококачественной цветной репродукции со слайдов и цифровых копий заказанных в библиотеках-хранителях. Большинство миниатюр публикуется в нашей стране впервые. Издание содержит обширный справочный аппарат. Книга адресована гуманитариям различных специальностей и всем интересующимся культурой западноевропейского Средневековья историей искусства религии науки астрологии.","Автор Пильгун А. Издательство Гамма Год издания 2011 Переплет Твёрдый Страниц 488 Формат 245х340 мм Язык Русский ISBN 978-5-9612-0070-6 Артикул 1140376"
"Средневековье","Каракаев Б. С.","https://www.podpisnie.ru/books/srednevekov-e-21/","/upload/resize_cache/iblock/e91/160_230_1/y3mx3iumnl4ouxqcpqpnz07ikgedogko.jpg","Книги о средневековье","Средневековье давно уже для нас перестало быть ""темным и мрачным"". Когда начинаешь погружаться в его мир то хочется действительно примерить на себя средневековые реальности. Конечно здорово избежать стрел сарацин и отравленных кубков но вот присутствовать при дворах первых европейских королей услышать призыв папы отвоевать Гроб Господень убедиться что история Абеляра и Элоизы не просто литературный сюжет а рыцарские честь и достоинства — не пустые слова было бы здорово! В одной книге невозможно рассказать о средневековье всё но о нескольких ярких эпизодах вы точно прочтете. Как говорится ad discendum non ad docendum...","Автор Каракаев Б. С. Издательство АСТ Год издания 2021 Переплет Твёрдый Страниц 256 Формат 135x207 мм Язык Русский ISBN 978-5-17-122556-8 Артикул 1137935"
"Путеводитель по средневековой Москве","Шокарев С.","https://www.podpisnie.ru/books/putevoditel-po-srednevekovoy-moskve/","/upload/resize_cache/iblock/d6a/160_230_1/j04mjbag0hctabr7ulc8ftyrxx2041s3.jpg","Книги о средневековье","Данный путеводитель не вполне традиционен. Он посвящен средневековой Москве - городу XII-XVII веков в границах городской черты первых лет царствования Петра - Земляного города. За прошедшие столетия Москва кардинально изменилась внешне но в облике ультрасовременного мегаполиса скрытно проступают черты древнего деревянного и белокаменного города. Прошлое продолжает говорить с нами рассказывая о себе через московскую топонимику и памятники старины.","Автор Шокарев С. Издательство Центрполиграф Год издания 2014 Переплет Твёрдый Страниц 448 Язык Русский ISBN 978-5-227-05090-8 Артикул 1119046"
"От Средневековья к «Радостному дому»","Ревякина Девятайкина","https://www.podpisnie.ru/books/ot-srednevekov-ya-k-radostnomu-domu/","/upload/resize_cache/iblock/a61/160_230_1/wjqblpq926zlv3fn901v0mansgn5mdi5.jpg","Книги о средневековье","Авторы этой работы всесторонне показали как в Италии XIV–XV вв. под влиянием серьезных изменений в экономике социальной политической и культурной сферах происходил постепенный переход от средневековой школы с ее устаревшими программами и методами телесными наказаниями к школе нового типа. Важную роль в рождении новой школы сыграло гуманистическое движение и сформированная в его парадигме педагогическая программа. Наиболее полное воплощение гуманистические идеи образования и воспитания нашли в знаменитых школах Витторино да Фельтре и Гуарино да Верона. В книге подробно рассмотрены как их деятельность так и судьба питомцев школ проявивших себя в различных сферах: в управлении городами-государствами культуре преподавании церковном служении. Работа написана на ярких материалах и источниках мало известных русскому читателю – трактатах гуманистов письмах воспоминаниях хрониках новеллах договорах сведениях налогового кадастра и других документах. В ней много живых и увлекательных историй бытовых деталей фигурируют знаменитые писатели поэты художники Возрождения – Данте Петрарка Боккаччо Джотто Саккетти Альберти и др. Несомненно она окажется интересной широкому кругу читателей.","Автор Ревякина Девятайкина Издательство Политическая энциклопедия Год издания 2020 Переплет Твёрдый Страниц 278 Формат 145х220 мм Язык Русский ISBN 978-5-8243-2392-4 Артикул 1119033"
"Поэзия и проза средневековой Исландии.  Избранные статьи","Гуревич Е. А.","https://www.podpisnie.ru/books/poeziya-i-proza-srednevekovoy-islandii-izbrannye-stat-i/","/upload/resize_cache/iblock/f8c/160_230_1/28acv1sz9244zgp44i3ptetmusn0cjh5.jpg","Книги о средневековье","Сборник включает двадцать статей Елены Ароновны Гуревич (1957- 2018) - выдающегося исследователя переводчика и популяризатора древнеисландской литературы. Статьи написанные на протяжении почти четырех десятилетий посвящены различным аспектам структуры и бытования древнеисландской поэзии и прозы поэтическому языку эволюции жанров и стилей соотношению устной и письменной фольклорной и ученой традиций отражению в литературе самосознания древних исландцев. Сборник адресован скандинавистам филологам историкам и широкому кругу читателей интересующихся древнескандинавской литературой.","Автор Гуревич Е. А. Издательство Центр гуманитарных инициатив Год издания 2020 Переплет Твёрдый Страниц 452 Формат 155х216 мм Язык Русский ISBN 978-5-98712-519-9 Серия Humanitas Артикул 1118403"
"Чистилище святого Патрика - и другие легенды средневековой Ирландии","Харман Д. Д.","https://www.podpisnie.ru/books/chistilishche-sv-patrika-i-dr-legen-srednev/","/upload/resize_cache/iblock/68f/160_230_1/luni5b4blxh7p6f4zeuwf75b748hkccq.jpg","Книги о средневековье","В Средние века верили что именно на озере Лох Дерг расположенном на севере Ирландии в графстве Донегол находится вход в чистилище — место где пребывают души слишком грешные для рая но слишком праведные для ада. По преданию проход туда открыл первый и великий святой Ирландии Патрик специально для убеждения маловерных чтобы они могли зайти в чистилище и живыми выйти оттуда. Сейчас входа больше нет однако каждый год Лох Дерг посещает от 8 до 10 тысяч паломников — и это при том что пребывание на нем включает в себя обязательный трехдневный пост и 24-часовое бодрствование. - Кто и зачем совершал долгие и опасные паломничества и отваживался спуститься в загробный мир? - Чего ищут на острове пилигримы сегодня? - Как средневековые европейцы представляли себе устройство ада чистилища и рая? - Верят ли в чистилище сегодня? - Наконец как в легендах о Чистилище святого Патрика переплелись ирландские мифы с христианской верой? На эти вопросы отвечает Дильшат Харман — кандидат искусствоведения старший научный сотрудник Центра визуальных исследований Средних веков и Нового времени (РГГУ) соавтор бестселлера «Страдающее Средневековье. Парадоксы христианской иконографии».","Автор Харман Д. Д. Издательство АСТ Год издания 2020 Переплет Твёрдый Страниц 320 Формат 167x220 мм Язык Русский ISBN 978-5-17-116723-3 Артикул 1117789"
"Праведный палач: жизнь,  смерть,  честь и позор в XVI веке","Харрингтон Джоэл","https://www.podpisnie.ru/books/pravednyy-palach-zhizn-smert-chest-i-pozor-v-xvi-veke/","/upload/resize_cache/iblock/b44/160_230_1/04av2tnh8g1d4l1p095f1k1ec9are62z.jpg","Книги о средневековье","Однажды профессор истории Университета Вандербильда Джоэл Харрингтон на пыльных полках букинистического магазина в Германии обнаружил дневники Мейстера Франца Шмидта написанные в XVI веке в городе Нюрнберге. В течение 45 лет господин Шмидт убил и искалечил сотни людей. Он работал палачом. Уникальный исторический документ не должен был просто пропасть. Так родилась эта книга о глубоко религиозном человеке мечтавшем о медицинской практике прекрасном семьянине и настоящем серийном убийце по профессии. Эта книга серьезно выделяется из целого ряда работ по Средним векам обрушившегося на нас в последние пару лет. Здесь не просто интереснейшая история своего времени но и очень современные вопросы — нравственность применения смертной казни человеческая жестокость и возмездие. Искренние и подробные дневники палача отражают мучительные попытки Франца Шмидта примирить ремесло с верой рассказывают о понимании справедливости наказания и человечности в XVI веке и параллельно показывают как недалеко ушли от Средневековья наши представления.","Автор Харрингтон Джоэл Издательство Альпина Год издания 2020 Переплет Твёрдый Страниц 438 Формат 145х215 мм Язык Русский ISBN 978-5-00139-190-6 Артикул 1117631"
"Средневековая Русь.  Социально-экономический строй и крестьянство","Шапиро А. Л.","https://www.podpisnie.ru/books/srednevekovaya-rus-sotsial-no-ekonomicheskiy-stroy-i/","/upload/resize_cache/iblock/24b/160_230_1/qu6gfqx0ky7z38zrqlkl6lwl26vbs0k6.jpg","Книги о средневековье","Социально-экономические проблемы истории России привлекают к себе большое внимание историков. Это относится и к тому периоду когда после опустошительного монгольского завоевания страна постепенно усилиями народных масс возродилась из пепла и набралась сил для освобождения от чужеземного ига и превращения в могучую державу. В ходе изучения ряд проблем приобрел дискуссионный характер. Немало острых разногласий в среде ученых возникло по вопросу о характере и масштабах расслоения крестьян в XVI в. и по вопросу о том обнаруживаются ли в хозяйственной жизни этого времени явления которые можно характеризовать как генезис капитализма. Другие проблемы наоборот вызвали мало споров. Они изучались но нуждаются в дополнительном обсуждении и критическом рассмотрении. Сюда относится вопрос о роли подсечного земледелия в Древней Руси и о времени его замены паровой зерновой системой о связи подсечного земледелия с остатками первобытнообщинного строя о методах определения господствующих систем земледелия и в частности о выводах которые получены в результате количественного и качественного анализа сорняков обнаруживаемых в археологических находках зерна. Наконец есть проблемы которые почти не изучались хотя имеют большое значение: характеристика сдвигов происшедших в земледелии и животноводстве в XVI в. характеристика товарного производства и наемного труда в период предшествовавший зарождению капиталистических отношений и др. Хозяйственное и социальное развитие страны в XIV — XVI вв. самым тесным и непосредственным образом связано с одной стороны с ее развитием в домонгольский период и с другой стороны в XVII в. Поэтому мы не имели возможности строго придерживаться хронологических границ которые сами себе поставили. Мы также должны оговориться что не все важные проблемы мы могли осветить в настоящей книге. Наделы доходность крестьянского двора и повинности которые он должен был выполнять рассмотрены в двух томах «Аграрной истории Северо-Запада России». В третьем томе этого издания будет рассмотрен первостепенной важности вопрос о социально-экономических причинах утверждения крепостного права в России.","Автор Шапиро А. Л. Издательство НАУКА Год издания 2019 Переплет Твёрдый Страниц 391 Язык Русский ISBN 978-5-02-038355-5 Серия РУССКАЯ Б-КА Артикул 1117554"
"Кризис средневековой Руси.  1200-1304","Феннел Джон","https://www.podpisnie.ru/books/krizis-srednevekovoy-rusi-1200-1304/","/upload/resize_cache/iblock/1d7/160_230_1/l7we2k6zovx2osmvpfp31prvgswah18i.jpg","Книги о средневековье","Взгляд со стороны всегда важен особенно если этот взгляд основан на глубоком понимании предмета. Джон Феннел всю свою жизнь посвятил изучению русской истории и культуры. Книга «Кризис средневековой Руси» повествует о тяжелейшем периоде в истории нашей страны когда ослабленная княжескими междоусобицами она не смогла противостоять монгольскому нашествию. Феннел пытается разобраться в причинах русского разобщения приведшего к поражению и более чем двухсотлетнему игу и в своих оценках не щадит русских князей причем больше всего от него достается Александру Невскому. С Феннелом можно и нужно спорить но нельзя отказать ему в обширных познаниях и в праве делать оригинальные выводы из сведений русских и не только русских источников. Джон Феннел (1918—1992) — английский историк-славист профессор Оксфордского университета один из крупнейших на Западе специалистов по истории средневековой Руси. Был женат на представительнице древнего дворянского рода Лопухиных и даже принял православие.","Автор Феннел Джон Издательство ЛомоносовЪ Год издания 2020 Переплет Твёрдый Страниц 240 Формат 140х210 мм Язык Русский ISBN 978-5-91678-582-1 Серия ИСТОРИЯ. ГЕОГРАФИЯ. ЭТНОГРАФИЯ Артикул 1116532"
